x-min,y-mni,z-mni,x-tal,y-tal,z-tal,dist1,BA1,AnatA1,AnatB1,dist2,BA2,AnatA2,AnatB2,dist3,BA3,AnatA3,AnatB3
-3,38,43,-3,39,38,2,Brodmann area 8,Medial Frontal Gyrus,Frontal Lobe,4,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,6,Brodmann area 9,Medial Frontal Gyrus,Frontal Lobe
4,38,43,4,39,38,2,Brodmann area 8,Medial Frontal Gyrus,Frontal Lobe,4,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,7,Brodmann area 9,Medial Frontal Gyrus,Frontal Lobe
18,38,43,18,39,38,3,Brodmann area 9,Superior Frontal Gyrus,Frontal Lobe,4,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,13,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
25,38,43,25,39,38,3,Brodmann area 8,Superior Frontal Gyrus,Frontal Lobe,4,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,15,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
32,38,43,32,39,38,2,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,4,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,16,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
-24,45,43,-24,46,37,3,Brodmann area 9,Superior Frontal Gyrus,Frontal Lobe,3,Brodmann area 8,Superior Frontal Gyrus,Frontal Lobe,13,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe
-17,45,43,-17,46,37,5,Brodmann area 9,Superior Frontal Gyrus,Frontal Lobe,6,Brodmann area 8,Superior Frontal Gyrus,Frontal Lobe,14,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
-10,45,43,-10,46,37,6,Brodmann area 8,Superior Frontal Gyrus,Frontal Lobe,7,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,8,Brodmann area 9,Superior Frontal Gyrus,Frontal Lobe
-3,45,43,-3,46,37,2,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 8,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 9,Medial Frontal Gyrus,Frontal Lobe
4,45,43,4,46,37,2,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,4,Brodmann area 8,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 9,Medial Frontal Gyrus,Frontal Lobe
18,45,43,18,46,37,5,Brodmann area 9,Superior Frontal Gyrus,Frontal Lobe,6,Brodmann area 8,Superior Frontal Gyrus,Frontal Lobe,14,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe
25,45,43,25,46,37,4,Brodmann area 9,Superior Frontal Gyrus,Frontal Lobe,4,Brodmann area 8,Superior Frontal Gyrus,Frontal Lobe,13,Brodmann area 10,Superior Frontal Gyrus,Frontal Lobe
-10,52,43,-10,52,37,4,Brodmann area 9,Superior Frontal Gyrus,Frontal Lobe,4,Brodmann area 8,Superior Frontal Gyrus,Frontal Lobe,9,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
4,52,43,4,52,37,2,Brodmann area 9,Medial Frontal Gyrus,Frontal Lobe,4,Brodmann area 8,Medial Frontal Gyrus,Frontal Lobe,6,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
11,52,43,11,52,37,4,Brodmann area 8,Superior Frontal Gyrus,Frontal Lobe,4,Brodmann area 9,Superior Frontal Gyrus,Frontal Lobe,10,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
-17,-81,50,-17,-76,50,5,Brodmann area 7,Precuneus,Parietal Lobe,11,Brodmann area 19,Precuneus,Parietal Lobe,22,Brodmann area 31,Precuneus,Occipital Lobe
-10,-81,50,-10,-76,50,3,Brodmann area 7,Precuneus,Parietal Lobe,10,Brodmann area 19,Precuneus,Parietal Lobe,22,Brodmann area 18,Cuneus,Occipital Lobe
-31,-74,50,-31,-69,50,5,Brodmann area 7,Precuneus,Parietal Lobe,10,Brodmann area 19,Precuneus,Parietal Lobe,13,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-24,-74,50,-24,-69,50,2,Brodmann area 7,Precuneus,Parietal Lobe,11,Brodmann area 19,Precuneus,Parietal Lobe,16,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-17,-74,50,-17,-69,50,2,Brodmann area 7,Precuneus,Parietal Lobe,15,Brodmann area 19,Precuneus,Parietal Lobe,22,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-10,-74,50,-10,-69,50,4,Brodmann area 7,Precuneus,Parietal Lobe,13,Brodmann area 19,Precuneus,Parietal Lobe,22,Brodmann area 31,Precuneus,Occipital Lobe
-3,-74,50,-3,-69,50,4,Brodmann area 7,Precuneus,Parietal Lobe,15,Brodmann area 19,Precuneus,Parietal Lobe,22,Brodmann area 31,Precuneus,Occipital Lobe
4,-74,50,4,-69,50,4,Brodmann area 7,Precuneus,Parietal Lobe,15,Brodmann area 19,Precuneus,Parietal Lobe,22,Brodmann area 31,Precuneus,Occipital Lobe
11,-74,50,11,-69,50,4,Brodmann area 7,Precuneus,Parietal Lobe,13,Brodmann area 19,Precuneus,Parietal Lobe,22,Brodmann area 31,Precuneus,Occipital Lobe
18,-74,50,18,-69,50,3,Brodmann area 7,Precuneus,Parietal Lobe,14,Brodmann area 19,Precuneus,Parietal Lobe,21,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
25,-74,50,25,-69,50,1,Brodmann area 7,Precuneus,Parietal Lobe,11,Brodmann area 19,Precuneus,Parietal Lobe,16,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
32,-74,50,32,-69,50,5,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,10,Brodmann area 19,Precuneus,Parietal Lobe,12,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-45,-67,50,-45,-63,49,5,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,6,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,10,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-38,-67,50,-38,-63,49,4,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,7,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-31,-67,50,-31,-63,49,3,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,9,Brodmann area 19,Precuneus,Parietal Lobe,10,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-24,-67,50,-24,-63,49,3,Brodmann area 7,Precuneus,Parietal Lobe,13,Brodmann area 19,Precuneus,Parietal Lobe,14,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-17,-67,50,-17,-63,49,5,Brodmann area 7,Precuneus,Parietal Lobe,16,Brodmann area 19,Precuneus,Parietal Lobe,20,Brodmann area 31,Precuneus,Parietal Lobe
-3,-67,50,-3,-63,49,2,Brodmann area 7,Precuneus,Parietal Lobe,19,Brodmann area 19,Precuneus,Parietal Lobe,19,Brodmann area 31,Cingulate Gyrus,Limbic Lobe
4,-67,50,4,-63,49,2,Brodmann area 7,Precuneus,Parietal Lobe,18,Brodmann area 19,Precuneus,Parietal Lobe,19,Brodmann area 31,Cingulate Gyrus,Limbic Lobe
18,-67,50,18,-63,49,5,Brodmann area 7,Precuneus,Parietal Lobe,16,Brodmann area 19,Precuneus,Parietal Lobe,19,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
25,-67,50,25,-63,49,4,Brodmann area 7,Precuneus,Parietal Lobe,12,Brodmann area 19,Precuneus,Parietal Lobe,13,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
32,-67,50,32,-63,49,2,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,9,Brodmann area 19,Precuneus,Parietal Lobe,10,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
39,-67,50,39,-63,49,5,Brodmann area 7,Inferior Parietal Lobule,Parietal Lobe,7,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-52,-60,50,-51,-56,49,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,10,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-45,-60,50,-45,-56,49,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,4,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,11,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-38,-60,50,-38,-56,49,1,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,5,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,11,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-3,-60,50,-3,-56,49,2,Brodmann area 7,Precuneus,Parietal Lobe,13,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,16,Brodmann area 5,Paracentral Lobule,Frontal Lobe
4,-60,50,4,-56,49,2,Brodmann area 7,Precuneus,Parietal Lobe,13,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,16,Brodmann area 5,Paracentral Lobule,Frontal Lobe
39,-60,50,39,-56,49,1,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,12,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
46,-60,50,46,-56,49,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,5,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,11,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-52,-53,50,-51,-49,49,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,13,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,15,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-45,-53,50,-45,-49,49,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,14,Brodmann area 5,Postcentral Gyrus,Parietal Lobe
-38,-53,50,-38,-49,49,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,7,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,13,Brodmann area 5,Postcentral Gyrus,Parietal Lobe
-31,-53,50,-31,-49,49,1,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,6,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,13,Brodmann area 5,Postcentral Gyrus,Parietal Lobe
-3,-53,50,-3,-49,49,1,Brodmann area 7,Precuneus,Parietal Lobe,9,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,10,Brodmann area 5,Paracentral Lobule,Frontal Lobe
4,-53,50,4,-49,49,1,Brodmann area 7,Precuneus,Parietal Lobe,10,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,10,Brodmann area 5,Paracentral Lobule,Frontal Lobe
32,-53,50,32,-49,49,1,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,6,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,13,Brodmann area 5,Postcentral Gyrus,Parietal Lobe
39,-53,50,39,-49,49,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,7,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,13,Brodmann area 5,Postcentral Gyrus,Parietal Lobe
46,-53,50,46,-49,49,3,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,10,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,15,Brodmann area 5,Postcentral Gyrus,Parietal Lobe
53,-53,50,52,-49,49,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,13,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,15,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-52,-46,50,-51,-42,48,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,16,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,17,Brodmann area 5,Postcentral Gyrus,Parietal Lobe
-45,-46,50,-45,-42,48,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,13,Brodmann area 5,Postcentral Gyrus,Parietal Lobe,15,Brodmann area 2,Postcentral Gyrus,Parietal Lobe
-38,-46,50,-38,-42,48,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,10,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,12,Brodmann area 5,Postcentral Gyrus,Parietal Lobe
-31,-46,50,-31,-42,48,6,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,7,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,11,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-10,-46,50,-10,-42,48,2,Brodmann area 7,Precuneus,Parietal Lobe,6,Brodmann area 5,Paracentral Lobule,Frontal Lobe,8,Brodmann area 31,Cingulate Gyrus,Limbic Lobe
-3,-46,50,-3,-42,48,4,Brodmann area 7,Precuneus,Parietal Lobe,4,Brodmann area 5,Paracentral Lobule,Frontal Lobe,8,Brodmann area 31,Cingulate Gyrus,Limbic Lobe
4,-46,50,4,-42,48,4,Brodmann area 7,Precuneus,Parietal Lobe,5,Brodmann area 5,Paracentral Lobule,Frontal Lobe,8,Brodmann area 31,Cingulate Gyrus,Limbic Lobe
11,-46,50,11,-42,48,3,Brodmann area 7,Precuneus,Parietal Lobe,6,Brodmann area 5,Paracentral Lobule,Frontal Lobe,8,Brodmann area 31,Cingulate Gyrus,Limbic Lobe
32,-46,50,32,-42,48,5,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,7,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,12,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
39,-46,50,39,-42,48,3,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,11,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,12,Brodmann area 5,Postcentral Gyrus,Parietal Lobe
46,-46,50,46,-42,48,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,14,Brodmann area 5,Postcentral Gyrus,Parietal Lobe,15,Brodmann area 2,Postcentral Gyrus,Parietal Lobe
53,-46,50,52,-42,48,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,16,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,18,Brodmann area 5,Postcentral Gyrus,Parietal Lobe
-59,-39,50,-58,-35,48,5,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,10,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,13,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-52,-39,50,-51,-35,48,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,15,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-45,-39,50,-45,-35,48,3,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,12,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-38,-39,50,-38,-35,48,3,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,10,Brodmann area 4,Precentral Gyrus,Frontal Lobe
-10,-39,50,-10,-35,48,2,Brodmann area 5,Paracentral Lobule,Frontal Lobe,5,Brodmann area 7,Precuneus,Parietal Lobe,8,Brodmann area 31,Paracentral Lobule,Frontal Lobe
-3,-39,50,-3,-35,48,3,Brodmann area 7,Precuneus,Parietal Lobe,4,Brodmann area 5,Paracentral Lobule,Frontal Lobe,6,Brodmann area 31,Paracentral Lobule,Frontal Lobe
4,-39,50,4,-35,48,3,Brodmann area 7,Precuneus,Parietal Lobe,4,Brodmann area 5,Paracentral Lobule,Frontal Lobe,6,Brodmann area 31,Paracentral Lobule,Frontal Lobe
11,-39,50,11,-35,48,2,Brodmann area 5,Paracentral Lobule,Frontal Lobe,5,Brodmann area 7,Precuneus,Parietal Lobe,8,Brodmann area 4,Paracentral Lobule,Frontal Lobe
39,-39,50,39,-35,48,3,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,11,Brodmann area 4,Precentral Gyrus,Frontal Lobe
46,-39,50,46,-35,48,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,13,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
53,-39,50,52,-35,48,3,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,14,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
60,-39,50,59,-35,48,6,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,10,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,13,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-59,-32,50,-58,-29,47,3,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,5,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,8,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-52,-32,50,-51,-29,47,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,5,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,11,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-45,-32,50,-45,-29,47,2,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,5,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,9,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-10,-32,50,-10,-29,47,5,Brodmann area 31,Paracentral Lobule,Frontal Lobe,6,Brodmann area 5,Paracentral Lobule,Frontal Lobe,7,Brodmann area 6,Paracentral Lobule,Frontal Lobe
-3,-32,50,-3,-29,47,2,Brodmann area 31,Paracentral Lobule,Frontal Lobe,3,Brodmann area 5,Paracentral Lobule,Frontal Lobe,5,Brodmann area 6,Paracentral Lobule,Frontal Lobe
4,-32,50,4,-29,47,2,Brodmann area 31,Paracentral Lobule,Frontal Lobe,3,Brodmann area 5,Paracentral Lobule,Frontal Lobe,5,Brodmann area 6,Paracentral Lobule,Frontal Lobe
11,-32,50,11,-29,47,6,Brodmann area 5,Paracentral Lobule,Frontal Lobe,6,Brodmann area 31,Paracentral Lobule,Frontal Lobe,7,Brodmann area 6,Paracentral Lobule,Frontal Lobe
39,-32,50,39,-29,47,3,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,5,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,7,Brodmann area 2,Postcentral Gyrus,Parietal Lobe
46,-32,50,46,-29,47,3,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,4,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,10,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
53,-32,50,52,-29,47,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,4,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,10,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
60,-32,50,59,-29,47,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,5,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,8,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-3,-25,50,-3,-22,47,2,Brodmann area 31,Paracentral Lobule,Frontal Lobe,4,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,9,Brodmann area 5,Paracentral Lobule,Frontal Lobe
4,-25,50,4,-22,47,2,Brodmann area 31,Paracentral Lobule,Frontal Lobe,4,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,9,Brodmann area 5,Paracentral Lobule,Frontal Lobe
46,-25,50,46,-22,47,4,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,5,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,7,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe
53,-25,50,52,-22,47,2,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,5,Brodmann area 1,Postcentral Gyrus,Parietal Lobe,7,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe
60,-25,50,59,-22,47,3,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,7,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,8,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-45,-18,50,-45,-15,47,3,Brodmann area 4,Precentral Gyrus,Frontal Lobe,4,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,6,Brodmann area 2,Postcentral Gyrus,Parietal Lobe
-3,-18,50,-3,-15,47,3,Brodmann area 31,Paracentral Lobule,Frontal Lobe,4,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,7,Brodmann area 24,Cingulate Gyrus,Limbic Lobe
4,-18,50,4,-15,47,3,Brodmann area 31,Paracentral Lobule,Frontal Lobe,4,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,7,Brodmann area 24,Cingulate Gyrus,Limbic Lobe
60,-18,50,59,-15,47,5,Brodmann area 1,Postcentral Gyrus,Parietal Lobe,6,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,7,Brodmann area 6,Precentral Gyrus,Frontal Lobe
-52,-11,50,-51,-8,46,1,Brodmann area 4,Precentral Gyrus,Frontal Lobe,5,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,6,Brodmann area 6,Precentral Gyrus,Frontal Lobe
-24,-11,50,-24,-8,46,2,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,10,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,13,Brodmann area 4,Precentral Gyrus,Frontal Lobe
-10,-11,50,-10,-8,46,2,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,2,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
-3,-11,50,-3,-8,46,4,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,4,Brodmann area 31,Paracentral Lobule,Frontal Lobe,5,Brodmann area 24,Cingulate Gyrus,Limbic Lobe
4,-11,50,4,-8,46,4,Brodmann area 31,Paracentral Lobule,Frontal Lobe,4,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,4,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
46,-11,50,46,-8,46,2,Brodmann area 4,Precentral Gyrus,Frontal Lobe,6,Brodmann area 6,Precentral Gyrus,Frontal Lobe,8,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
53,-11,50,52,-8,46,2,Brodmann area 4,Precentral Gyrus,Frontal Lobe,5,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,6,Brodmann area 6,Precentral Gyrus,Frontal Lobe
-52,-4,50,-51,-2,46,3,Brodmann area 6,Precentral Gyrus,Frontal Lobe,5,Brodmann area 4,Precentral Gyrus,Frontal Lobe,10,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-45,-4,50,-45,-2,46,1,Brodmann area 6,Precentral Gyrus,Frontal Lobe,8,Brodmann area 4,Precentral Gyrus,Frontal Lobe,13,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-31,-4,50,-31,-2,46,4,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,14,Brodmann area 4,Precentral Gyrus,Frontal Lobe,16,Brodmann area 24,Cingulate Gyrus,Limbic Lobe
-24,-4,50,-24,-2,46,3,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,9,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,13,Brodmann area 32,Cingulate Gyrus,Limbic Lobe
-3,-4,50,-3,-2,46,1,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,9,Brodmann area 32,Medial Frontal Gyrus,Frontal Lobe
4,-4,50,4,-2,46,1,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,9,Brodmann area 32,Medial Frontal Gyrus,Frontal Lobe
11,-4,50,11,-2,46,1,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,8,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,9,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
25,-4,50,25,-2,46,2,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,10,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,13,Brodmann area 32,Cingulate Gyrus,Limbic Lobe
32,-4,50,32,-2,46,4,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,14,Brodmann area 4,Precentral Gyrus,Frontal Lobe,17,Brodmann area 9,Precentral Gyrus,Frontal Lobe
53,-4,50,52,-2,46,3,Brodmann area 6,Precentral Gyrus,Frontal Lobe,5,Brodmann area 4,Precentral Gyrus,Frontal Lobe,10,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-52,3,50,-51,5,46,2,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,8,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,11,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe
-45,3,50,-45,5,46,3,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,8,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,11,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe
-24,3,50,-24,5,46,4,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,8,Brodmann area 32,Medial Frontal Gyrus,Frontal Lobe,10,Brodmann area 24,Cingulate Gyrus,Limbic Lobe
-3,3,50,-3,5,46,2,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,2,Brodmann area 32,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 6,Superior Frontal Gyrus,Frontal Lobe
4,3,50,4,5,46,1,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,2,Brodmann area 32,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 6,Superior Frontal Gyrus,Frontal Lobe
25,3,50,25,5,46,3,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,9,Brodmann area 32,Medial Frontal Gyrus,Frontal Lobe,10,Brodmann area 24,Cingulate Gyrus,Limbic Lobe
39,3,50,39,5,46,5,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,10,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,11,Brodmann area 9,Precentral Gyrus,Frontal Lobe
46,3,50,46,5,46,2,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,9,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,11,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe
-45,10,50,-45,12,45,5,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,10,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe
-24,10,50,-24,12,45,4,Brodmann area 8,Superior Frontal Gyrus,Frontal Lobe,6,Brodmann area 6,Superior Frontal Gyrus,Frontal Lobe,6,Brodmann area 32,Medial Frontal Gyrus,Frontal Lobe
-3,10,50,-3,12,45,1,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 32,Medial Frontal Gyrus,Frontal Lobe,8,Brodmann area 24,Cingulate Gyrus,Limbic Lobe
4,10,50,4,12,45,1,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 32,Medial Frontal Gyrus,Frontal Lobe,7,Brodmann area 24,Cingulate Gyrus,Limbic Lobe
46,10,50,46,12,45,5,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,10,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe
